title,author,musicType
Wasted on You-Morgan Wallen,Morgan Wallen,流行
Your New Boyfriend-Wilbur Soot,Wilbur Soot,流行
尘埃落定-张敬轩,张敬轩,流行
魔法-约定的梦幻岛第二季ED,Myuk,动漫
人间惊鸿客-完美版,叶里,流行
天官赐福-PV1中的BGM,秉音创声,轻音乐
沈园外-完美版,阿YueYue,流行
Cool-Work It插曲,Dua Lipa,影视
Ego-Willy William,Willy William,流行
暗影刺客-伍六七之玄武国篇OP,王舜禾,动漫
半城烟沙-完美好听版,许嵩,流行
光之心-声入人心主题曲,常石磊,流行
恐竜あげみざわ-辣妹与恐龙OP,恐龙FRIENDS,动漫
Leave the Door Open,Silk Sonic,流行
Dawn-BACK ARROW片头曲,LiSA,动漫
Fake A Smile-Alan Walker ft Salem Ilese,Alan Walker,流行
YES OK-青春有你第二季主题曲,青春有你第二季,流行
孽海记-黄诗扶,黄诗扶,流行
Still With You-防弹少年团成员田柾国Jungkook,田柾国,流行
Hold On-Justin Bieber,Justin Bieber,流行
Beautiful Mistakes,Maroon 5,流行
Selfish Love-DJ Snake和Selena Gomez,DJ Snake,流行
气象站台-简单版-当天空突然断了层刮起了风-抖音热歌,Uu,流行
Surrender-Natalie Taylor,Natalie Taylor,流行
Nous-Julien Doré,Julien Doré,流行
Can You Hear Me-Omarion ft T-Pain,Omarion,流行
月光-秦时明月片头曲,胡彦斌,动漫
我叫长安你叫故里-简单版-世人笑说长安归故里-抖音热歌,尹昔眠,流行
Heartbreak Anniversary-Giveon,Giveon,流行
Follow You-Imagine Dragons,Imagine Dragons,流行
Pressure-Martin Garrix ft Tove Lo,Martin Garrix,流行
Cover Me in Sunshine-Pink ft Willow Sage Hart,Pink,流行
Mayday-韩秀榜The Show曲目,Victon,流行
给所有知道我名字的人-弹唱版,罗琦,流行
小小梦魇2主题曲-Little Nightmares II,Tarsier Studios,轻音乐
不屈的正义-不屈の正義-一拳超人OST,宫崎诚,动漫
靠近一点点-恶作剧之吻插曲,梁心颐,影视
三生石下-C调简单版,大欢,流行
予君书-岁岁恍然间掠过堂前竹马旧青梅落-抖音热歌,阿YueYue,流行
醒来折花-C调简单版-我曾踏平了孤川西风走马,子尧,流行
Some Say-Felix Jaehn,Felix Jaehn,流行
Give it Back-咒术回战ED2,Cö Shu Nie,动漫
For River-To The Moon主题曲,Kan Gao,轻音乐
大雾-C调简单版,未知音素,流行
改写人生-C调简单版-我把最真的祝福全都送给你,王翼焱,流行
天问-原调简单版-山河令主题曲,摩登兄弟刘宇宁,影视
00 00-Zero O Clock-防弹少年团,防弹少年团,流行
Filter-防弹少年团朴智旻,防弹少年团,流行
Habits Stay High,Jisoo,流行
不吐不快-张敬轩,张敬轩,流行
失控-C调简单版-我们啊爱得沉重一路懵懂磕磕碰碰-抖音,井迪儿,流行
西楼别序-C调简单版-我提笔不为离愁只为你转身回眸-抖音,尹昔眠,流行
Hollywoods Bleeding-Post Malone,Post Malone,流行
Gone-Rosé-Blackpink,Rosé,流行
伯虎说-C调简单版-明月万年无前身照见古今独醒人-抖音,伯爵Johnny,流行
不觉秋色浅-C调简单版-曲中人不觉秋色浅问一句何处寻清欢,以冬,流行
给你呀-C调简单版-所有美好全部Come For Ya-抖音,蒋小呢,流行
落差-C调简单版-你的回答像天空彩虹迎来雨下-抖音,IN-K,流行
So Hot You Are Hurting My Feelings,Caroline Polachek,流行
Door Of Our Home-Goldmund,Goldmund,轻音乐
Bichota-Karol G,Karol G,流行
Peaches-Justin Bieber,Justin Bieber,流行
与君相依-C调简单版-赘婿插曲,等什么君,影视
长街万象-C调简单版-少年呀太张扬轻裘白马踏金榜-抖音,程响,流行
Ew-Joji,Joji,流行
ピッピッピハッピー-前说OP,神前晓,动漫
儿时-昨日青空插曲,刘昊霖,影视
こういう気持ちを何て言ったかな-四月是你的谎言OST,横山克,动漫
沦陷-原调简单版-我的爱滴滴点点圆圆圈圈像断了线-抖音热歌,王靖雯不胖,流行
要一起-C调简单版-锦心似玉主题曲,周深,影视
Like This-2KBABY ft Marshmello,2KBABY,流行
Mothers Daughter-Miley Cyrus,Miley Cyrus,流行
弗丽嘉-C调简单版-我的时代你的时代插曲,丁当,影视
慢热-原调简单版-我不应该慢热着沉默假装冷漠一笑带过-抖音,满舒克,流行
鸟语林-宸汐缘插曲,双笙,影视
以风为马-C调简单版-清平乐插曲,叶炫清,影视
Fancy-Twice,Twice,流行
察觉-原调简单版-我看着你的侧脸有几秒的瞬间-抖音热歌,音格概念,流行
对玄机-C调简单版,任然,流行
我们的冒险-ボクらの冒険-C调简单版-棋魂片尾曲,Kids Alive,动漫
意浓-C调简单版-如意芳霏插曲,许佳琪,影视
爱的忧伤-Loves Sorrow-四月是你的谎言OST,克莱斯勒,动漫
Brave-Sara Bareilles,Sara Bareilles,流行
秘密的庭院-Jardin Secret-理查德克莱德曼,理查德·克莱德曼,经典
知否知否-完美版,胡夏,影视
青虹-C调简单版-流年化作青虹烟雨过往如梦,等什么君,流行
如一-C调简单版-所以我把歌词写成诗句一笔一划篆刻下我思绪,不是花火呀,流行
笑看-C调简单版-笑看云烟风轻对酒山花开-抖音,等什么君,流行
Rubberband-Tate McRae,Tate McRae,流行
We Are Good-Dua Lipa,Dua Lipa,流行
ピアノ11-狐姬Fox Hime插曲,AsicxArt,轻音乐
孤高の光 Lonely Dark-星掠者OP2,伊藤美来,动漫
廻廻奇譚-回回奇谭-咒术回战OP,Eve,动漫
Grow as We Go-Ben Platt,Ben Platt,流行
True Blue-Billie Eilish,Billie Eilish,流行
你我-C调简单版-念念主题曲,马嘉祺,影视
僕らの戦場-仆らの戦场-超时空要塞Δ插曲,Walküre,动漫
遗憾成全-C调简单版-爱的理想生活主题曲,殷桃,影视
因为有你-C调简单版-你是我的城池营垒主题曲,旅行团乐队,影视
让风告诉你-Let the Wind Tell You-原神2021拜年纪同人曲,ChiliChill,流行
千年之约-C调简单版-上古密约主题曲,霍尊,影视
让我们荡起双桨-简单版,刘炽,儿歌
失恋阵线联盟-失恋不怪他阵线联盟-她开着邻居家的Toyota追着日落,草蜢,流行
站在草原望北京-瓦蓝蓝的天上飞雄鹰我在高岗眺望北京-抖音,乌兰图雅,流行
座位-C调简单版-三十而已片尾曲,金池,影视
Lighter-Nathan Dawe,Nathan Dawe,流行
不问天-2021年哔哩拜年纪单曲,说说Crystal,流行
够钟-周柏豪,周柏豪,流行
天ノ弱-完整版,GUMI,流行
月光奏鸣曲第三乐章,贝多芬,经典
大风吹-取一杯天上的水照着明月人世间晃呀晃-抖音热歌,王赫野,流行
So Will I-Ben Platt,Ben Platt,流行
Ghost-Justin Bieber,Justin Bieber,流行
As I Am-Justin Bieber ft Khalid,Justin Bieber,流行
You All Over Me-Taylor Swift ft Maren Morris,Taylor Swift,流行
Walk Thru Fire-Vicetone ft Meron Ryan,Vicetone,流行
Rubia-崩坏3渡尘印象曲,周深,动漫
Moonlike Smile-皎洁的笑颜-原神雪山音乐,陈致逸,轻音乐
月光酒馆-地下城与勇士BGM,DNF,轻音乐
Heart of Glass,Miley Cyrus,流行
Good Time-Niko Moon,Niko Moon,流行
Kids Again-Sam Smith,Sam Smith,流行
We Are Bulletproof The Eternal-防弹少年团,防弹少年团,流行
梦望断-古风歌曲,东篱,流行
夜的钢琴曲 5-原版,石进,轻音乐
Chew On My Heart-James Bay,James Bay,流行
I Love-圣诞之吻SS OP1,azusa,动漫
Met Him Last Night-Demi Lovato ft Ariana Grande,Demi Lovato,流行
负重一万斤长大-C调简单版,太一,流行
孤梦-C调简单版-山河令插曲,张哲瀚,影视
天涯客-C调简单版-山河令ED,张哲瀚,影视
Film Out-SIGNAL信号长期未解决事件搜查组主题曲,防弹少年团,影视
Deja Vu-Olivia Rodrigo,Olivia Rodrigo,流行
恋のうた-总之就是非常可爱OP,鬼头明里,动漫
心墙-C调简单版-锦衣之下片尾曲,任嘉伦,影视
愿-C调简单版-锦衣之下主题曲,周深,影视
神乐舞-结ばれませ さすれば-元气少女缘结神OST,増田俊郎,动漫
祝 恋ばな成就-元气少女缘结神OST,増田俊郎,动漫
Against-你与我最后的战场亦或是世界起始的圣战OP,石原夏织,动漫
Higher-Clean Bandit ft Iann Dior,Clean Bandit,流行
Night Crawling-Miley Cyrus ft Billy Idol,Miley Cyrus,流行
Zombie-The Cranberries和Miley Cyrus,The Cranberries,流行
No Goodbyes-Dua Lipa,Dua Lipa,流行
Wrap Me in Plastic-抖音热歌,Chromance,流行
SugarCrash-ElyOtto-抖音歌曲,ElyOtto,流行
アスノヨゾラ哨戒班-明日的夜空哨戒班-太鼓达人BGM,Orangestar,流行
ゆりゆららららゆるゆり大事件-摇曳百合OP,七森中☆ごらく部,动漫
翅膀-林俊杰,林俊杰,流行
大雨还在下-原调简单版-窗外雨声滴滴嗒嗒三天三夜都还在那下-抖音,高夫,流行
他只是经过-你的世界并没有停留-抖音歌曲,h3R3,流行
Flex-Polo G ft Juice Wrld,Polo G,流行
Soul Salvation-通灵王OP,林原惠美,动漫
Turn Back Time-威神V,威神V,流行
インパーフェクト-SSSS电光机王OP,大石昌良,动漫
君は天然色-隐瞒之事ED,大泷咏一,动漫
旅行青蛙BGM,HIT-POINT,原创
Easy Love-不要欺负我长瀞同学OP,上坂堇,动漫
Mr Perfectly Fine-Taylor Swift,Taylor Swift,流行
Shy Away-Twenty One Pilots,Twenty One Pilots,流行
爱人错过-走过路过没遇过回头转头还是错-抖音,告五人,流行
还是会想你-还是会怪你-C调简单版-抖音,林达浪,流行
念未别-C调简单版-玉昭令插曲,张紫宁,影视
Look Up At The Stars-Shawn Mendes,Shawn Mendes,流行
おもいでしりとり-剃须然后捡到女高中生OP,Dialogue+,动漫
春三月-C调简单版-三月来百草开盈香满袖万物苏-抖音,司南,流行
贵方へ 镇魂曲を-献给你的安魂曲-初音ミク,初音ミク,流行
瞧我这眼神-清早一出门儿看见个大美人儿-简单版,金久哲,流行
笑柄-C调简单版-我坠入蛮荒荆棘的陷阱-抖音热歌,陈小满,流行
Anissa-Wejdene,Wejdene,流行
Love Shot-EXO,EXO,流行
Somebodys Problem-Morgan Wallen,Morgan Wallen,流行
籠の中に鳥-昨日之歌主题曲,yourness,动漫
奔赴星空-原调简单版-你落在了星空而我在人海中-抖音热歌,尹昔眠,流行
用力活着-C调简单版-我们都在用力的活着-成长的路上有几程曲折,张茜,流行
Get Well Soon-Ariana Grande,Ariana Grande,流行
Angels like You-Miley Cyrus,Miley Cyrus,流行
We Were Happy-Taylor Swift,Taylor Swift,流行
风犬少年的天空-伴奏谱,旅行团乐队,影视
昨夜书-简单版-经典咏流传,许嵩,流行
昨夜书-完美版,许嵩,流行
Diplomatico-Major Lazer ft Guaynaa,Major Lazer,流行
ストロボメモリー-SSSS电光机王片尾曲,内田真礼,动漫
君に会えた日-安达与岛村OP,鬼头明里,动漫
快眠 安眠 スヤリスト生活-在魔王城说晚安OP,水濑祈,动漫
输入法打可爱按第五-简单版-像微风的微它轻轻收回-创造营2021,米卡,流行
夕化粧-纯白交响曲BGM,BURTON,轻音乐
I Think I Kinda You Know-歌舞青春音乐剧,Olivia Rodrigo,影视
Only Wanna Be with You,Post Malone,流行
ないない-影宅ED,ReoNa,动漫
即刻-简单版-我们只配惋惜从即刻起说对不起谎话没恶意-抖音,joysaaaa,流行
木漏れ日のエール-赛马娘 Pretty Derby片尾曲,Machico,动漫
囚鸟-原版,彭羚,流行
Any Song-Zico-抖音热歌,Zico,流行
Bennie and the Jets-Elton John,Elton John,流行
10 Months-Enhypen,Enhypen,流行
Gasoline-Haim ft Taylor Swift,Haim,流行
你的色彩-声入人心男团Super Vocal,声入人心男团Super Vocal,流行
下雨了是我在想你-简单版-创造营2021第八期,林墨,流行
Ur So F**king Cool-Tones and I,Tones and I,流行
芙蓉-C调简单版-如意芳霏片头曲,鞠婧祎,影视
灰色のサーガ-魔女之旅ED,ChouCho,动漫
剑雨江湖-C调简单版-时代少年团,时代少年团,流行
一爱如故-C调简单版-长歌行插曲,刘宇宁,影视
记忆停留-原调简单版-记忆好像过了很久好像从没为我停留-抖音,蓝心羽,流行
Ding Dong Merrily on High-圣诞歌曲-叮咚来自天上的喜悦,George Ratcliffe Woodward,流行
Magic-Kylie Minogue,Kylie Minogue,流行
One Whole Day-Dixie DAmelio ft Wiz Khalifa,Dixie D'Amelio,流行
不散-C调简单版-天官赐福片尾曲,黄龄,动漫
来迟-原调简单版-我这一次终究还是来得太迟-抖音热歌,戴羽彤,流行
苏东坡-C调简单版-这悠长的时间这浩大的江面,司南,流行
La Toxica-Farruko,Farruko,流行
Start Over-梨泰院Class插曲,Gaho,影视
Vices-Mothica,Mothica,流行
天空カフェテリア-请问您今天要来点兔子吗BLOOM OP,Petit Rabbit's,动漫
云水谣-伦桑,伦桑,流行
爱不得忘不舍-原调简单版-我们的关系进一步没资格-抖音,白小白,流行
Burn the Floor-Super Junior,Super Junior,流行
Astronaut in the Ocean-Masked Wolf,Masked Wolf,流行
More Days With You-Super Junior,Super Junior,流行
别错过-超简版-把你的心给我把你的爱给我-抖音,程jiajia,流行
突破口-排球少年TO THE TOP片头曲,Super Beaver,动漫
一口-陈雪凝,陈雪凝,流行
Kiss Me More-Doja Cat ft SZA,Doja Cat,流行
Iko Iko-Justin Wellington ft Small Jam-抖音,Justin Wellington,流行
大喜-C调简单版,泠鸢yousa,流行
画绢-C调简单版-衣尚中国主题曲,周深,流行
举镜子的女孩-C调简单版-我的姐姐推广曲,张子枫,影视
落海-简单版-我是没遇见你就落入海底的鲸-抖音,任然,流行
Ashes On The Fire-进击的巨人The Final Season原声音乐,山本康太,动漫
Love to Go,Lost Frequencies,流行
Purge the Poison-Marina,Marina,流行
My Funny Valentine-Keith Jarrett,Keith Jarrett,流行
步戏-C调简单版,五音Jw,流行
刀马旦-C调简单版,李玟,流行
Baby Im Jealous-Bebe Rexha ft Doja Cat,Bebe Rexha,流行
All Your Exes-Julia Michaels,Julia Michaels,流行
R1SE十首钢琴大串烧,R1SE,串烧合体
七里香-原调简易版,周杰伦,流行
少年时代-时代少年团,时代少年团,流行
我在东北玩泥巴-Tunak Tunak Tun,Daler Mehndi,流行
嘉宾-感谢你特别邀请来见证你的爱情,张远,流行
BEASTARS -another side-BEASTARS插曲,神前晓,动漫
Older-Ben Platt,Ben Platt,流行
不遗憾-你的婚礼主题曲,李荣浩,影视
記憶の箱舟-没落要塞-DECA-DENCE ED,伊东歌词太郎,动漫
樱花雨-傅许,傅许,轻音乐
朝霞映雪-C调简单版,胡良伟,流行
蒲公英的约定-超级简单版,周杰伦,流行
悬崖之上-简单版-悬崖之上主题曲,周深,影视
烟火人间-C调简单版-我与蝉声为伴留灯一盏不识烟火人间-抖音,添儿呗,流行
最后一次-C调简单版-爱你爱到杀死你插曲,郑秀文,影视
What You Are Made Of-碧蓝航线游戏音乐,Lindsey Stirling,流行
Blueberry Eyes-MAX ft Suga,MAX,流行
思有邪-C调简单版,司南,流行
侠客行-C调简单版-武林外传片尾曲,于霞,影视
特别邀请-感谢你的盛装出席只为见证我的爱情-嘉宾-抖音,橘子妹,流行
海底-凤凰传奇版,凤凰传奇,流行
下辈子不一定还能遇见你-所以我很珍惜不敢大意-C调简单版-抖音,陈雅森,流行
Your Power-Billie Eilish,Billie Eilish,流行
Modern Loneliness-Lauv,Lauv,流行
Choker-Twenty One Pilots,Twenty One Pilots,流行
男孩别哭-美丽世界的孤儿-抖音,海龟先生,流行
不成诗-双笙,双笙,流行
双向幸福-双向系列第四作,言和,流行
I Do-Aloe Blacc,Aloe Blacc,流行
Turn On The Lights-Jamie Cullum,Jamie Cullum,流行
Use My Voice-Evanescence,Evanescence,流行
春庭雪-C调简单版-这一世太漫长却止步咫尺天涯间,等什么君,流行
7710-C调简单版-等一杯温热的布丁解释我想见你的心-抖音,好乐无荒,流行
乌鸦-原调简单版-许嵩新歌,许嵩,流行
Far From Heaven-Evanescence,Evanescence,流行
Angel-Finneas,Finneas,流行
八小时时差-C调简单版-我数着八小时时差忘了自己孤单多久了,郑鱼,流行
撒野-D调版,欸-61,流行
天上的太阳红彤彤,未知,民乐
我爱你中国-钢琴伴奏谱,郑秋枫,影视
夜曲-简单版,周杰伦,流行
I Want You to Love Me-Fiona Apple,Fiona Apple,流行
Free Turn-剧场版高校舰队主题曲,TrySail,影视
Mago-GFriend,GFriend,流行
牢不可破的联盟-苏维埃社会主义共和国联盟国歌,亚历山大·瓦西里耶维奇·亚历山德罗夫,经典
顺风-C调简单版-良辰美景好时光插曲,赵贝尔,影视
The Good Ones-Gabby Barrett,Gabby Barrett,流行
同生-C调简单版-南烟斋笔录插曲,刘宇宁,影视
本可以-C调简单版-司藤主题曲,刘宇宁,影视
下落不明-C调简单版-司藤插曲,张彬彬,影视
花海-原调简单版-周杰伦,周杰伦,流行
你的眼睛像星星-亮晶晶一眼就坠入陷阱-原调简单版-抖音,郭正正,流行
Otra Noche Sin Ti-J Balvin ft Khalid,J Balvin,流行
Americas Sweetheart-LILHUDDY,LILHUDDY,流行
归处-C调简单版-侍神令主题曲,周深,影视
你的眼睛像星星-C调简单版,郭正正,流行
你不要担心-请回答1988插曲,李迪,影视
晴天-原调简单版-周杰伦,周杰伦,流行
Rapstar-Polo G,Polo G,流行
Sexy Love-原调简单版-抖音爆火BGM,T-ara,流行
We Rock-C调简单版-青春有你第三季主题曲,青春有你第三季,流行
苦尽甘来-C调简单版-感谢你给我简单的陪伴和温暖-抖音,翁梓铭,流行
如何不再让我去想你-C调简单版-难道要停止我的呼吸,井迪儿,流行
Bad Alive-威神V,威神V,流行
BWV 875-巴赫平均律钢琴曲集,巴赫,经典
Edel Lilie-突击莉莉 BOUQUET片尾曲,一柳队,动漫
Girl of My Dreams-Rod Wave,Rod Wave,流行
放过-C调简单版-八零九零插曲,马頔,影视
花愿-C调简单版-锦心似玉插曲,谭松韵,影视
离开你以后-简单版-你的婚礼插曲,周兴哲,影视
Baku-BORUTO -火影新世代-OP8,生物股长,影视
セントラル-Central-BORUTO -火影新世代-ED14,坂口有望,动漫
Higher Power-Coldplay,Coldplay,流行
Good 4 U-Olivia Rodrigo,Olivia Rodrigo,流行
Run–OneRepublic,OneRepublic,流行
